Date,Open,High,Low,Close,Volume
2022-05-02,189.60912999234932,196.75508921934994,185.80022142603912,187.7856057056603,752465
2022-05-03,131.80034749718638,138.4023212643637,122.10120351904035,123.18516700301069,316454
2022-05-04,111.00519245276767,113.8045314222271,102.58400322141058,110.89976836697714,209575
2022-05-05,122.79351625419417,132.3421690608261,114.41022920708279,124.71164652021766,997336
2022-05-06,142.71077886262563,150.08974802958332,138.02384726467594,148.1812697460846,307606
2022-05-07,181.80147659224932,187.3450171173633,177.65328156887267,179.0079184801187,605815
2022-05-08,186.07305832563435,192.19026578797786,183.3389876063273,190.37811981237263,392822
2022-05-09,100.69521305311908,104.89121367739698,100.13145808660981,101.0911548504625,176218
2022-05-10,151.07473025775658,153.55204015276817,142.42750649520605,144.24810253987565,687518
2022-05-11,141.74110031487788,145.3008271013905,133.6120902235771,135.53214991361654,870044
2022-05-12,122.21078104707303,129.7892421517167,112.21360431421172,126.53027458858544,436199
2022-05-13,111.98653673336828,112.13047161966584,102.02016836262922,108.74551398960573,549589
2022-05-14,133.7615171403628,134.92224354543197,128.20720008433653,131.71960714465752,786840
2022-05-15,194.2909703912519,194.75099681146943,186.6010962394468,189.52552900726408,578446
2022-05-16,132.32029320207553,132.72758122526523,122.87263590325125,131.51739926940553,562052
2022-05-17,151.8790621743366,160.43366801444668,143.38258826756248,150.07420109050037,434402
2022-05-18,170.30189588951777,177.338474483318,167.8284148720858,175.5943242199593,139986
2022-05-19,136.3629602379294,141.10469852880266,131.85751888482847,135.91827827231745,779520
2022-05-20,197.17820827209607,198.15654987860609,195.88661412058113,196.74225375972105,447739
2022-05-21,196.24472949421113,201.16088824537945,186.7042192216239,193.39302774703157,725646
2022-05-22,125.17822958253642,129.91294729034206,119.11648323802761,122.37029862260371,572327
2022-05-23,149.72485058923854,151.45686928833868,147.4384225342039,150.4426510213339,427073
2022-05-24,130.08783098167697,134.4263474740567,123.3708241376184,128.92866114198918,697794
2022-05-25,128.48404943774676,132.4690967817205,122.30276703316781,124.66351786383049,134911
2022-05-26,103.68869473545328,109.84719571597545,100.10706755512487,108.86903918906164,973559
2022-05-27,160.95643339798968,167.3073699066661,159.8208574759934,162.69486387683008,525037
2022-05-28,150.26790232288616,150.7209424206066,143.55217036695817,147.44877692739277,830399
2022-05-29,105.14787512499893,108.89400127126365,99.94479811596099,108.05700119159877,999885
2022-05-30,127.86464642366114,134.1232455808035,120.14146250630475,128.86942275203404,708746
2022-05-31,190.82658859666537,195.85795118246625,185.62495358554543,186.82117095519888,112175
2022-06-01,123.95618906669725,132.52108747858048,115.43437406351185,131.49301621797065,416915
2022-06-02,114.4894872091223,121.07642352531175,108.97041882137745,116.56945546455748,599876
2022-06-03,148.9452760277563,150.5746202985706,143.33589631240244,145.76018561832308,745588
2022-06-04,198.56504541106005,199.27073288506435,189.7985093844766,191.1177255841343,711213
2022-06-05,124.20552715115004,130.62971993321318,120.17069848902607,128.4754249708288,868734
2022-06-06,167.21355474058785,167.47866784600407,165.87340245608144,166.86878379040743,166358
2022-06-07,176.16196153287177,182.0197173456064,175.8741347697384,179.1525639614916,510543
2022-06-08,123.76375439923997,133.16605681348955,116.21238184250379,131.36714615452462,147057
2022-06-09,172.82163486118594,178.57637663994473,166.6185393476513,176.0484564886306,368294
2022-06-10,136.77831327192533,140.66001253399054,129.7375155909331,131.39418400115267,890857
2022-06-11,163.23058305935794,169.66346524378147,161.10094144426884,163.77006906860152,354726
2022-06-12,163.35297107608946,167.93549998100463,161.98925632022176,163.4668332926169,378176
2022-06-13,153.57746840747586,159.0336363006352,153.43202175079705,157.5993221275703,626486
2022-06-14,109.02897700544082,118.44362509320607,105.52310141737485,105.95635803428675,808754
2022-06-15,183.5302495589238,187.39127593693155,177.63107269037747,183.19331184283618,267292
2022-06-16,132.0780064971736,141.68991213541273,128.15556604617626,138.47494577773514,244931
2022-06-17,118.65185103998542,127.70535745954605,114.27710181974813,126.05053492637511,543676
2022-06-18,104.0775141554764,106.03542550336935,95.03592721053892,98.79865482154798,262491
2022-06-19,159.0892943188242,159.78290732757586,155.60673964859117,159.0364478604925,481009
2022-06-20,167.75643618422822,168.7642161980025,162.6165412926301,163.2966692456474,501921
2022-06-21,101.65878289278561,101.8410011493011,93.82225276537417,100.60974071179159,360910
2022-06-22,151.2093058299281,152.15373543748737,147.2438780067154,147.86982916280525,123236
2022-06-23,122.6495775197938,129.47964525395736,116.42871051751506,121.6136810182364,187955
2022-06-24,164.51727904094497,165.22916552554727,155.89364195347753,163.33681163461452,840874
2022-06-25,117.43664290049915,120.62639920343676,107.94143666392273,109.84313361386224,727433
2022-06-26,169.0937738102466,177.54252691994114,167.62303900095623,169.89709544637685,770718
2022-06-27,138.67353463005372,138.906253987412,129.40765837843878,136.2680434531468,330785
2022-06-28,193.67299887367346,201.81768369956282,188.75183594287807,198.15972370863966,194914
2022-06-29,113.75209441459933,116.57064216233333,111.16965053160975,114.63248353088147,989302
2022-06-30,134.10663510502584,135.2882833812424,129.51527754264322,133.5214459642386,307990
2022-07-01,111.34735212405892,118.31472377770042,101.54702637120414,110.64726561236577,478387
2022-07-02,192.4693618278563,198.75879029565513,187.5431808879276,190.36726078186138,638884
2022-07-03,187.7339353380981,196.50865547336863,184.446419235223,188.61628597544774,756639
2022-07-04,125.79416277151556,133.14487320955442,119.4601542283483,121.94526795040447,294269
2022-07-05,165.9984046034179,174.03321390726637,163.59694841563598,173.07777965973438,997928
2022-07-06,181.7222200201216,184.54256574583465,180.96358673903495,183.0515337252421,492417
2022-07-07,155.52008115994624,157.29447659774348,154.23128394083975,155.4591690571796,238155
2022-07-08,152.96505783560065,160.47120535200924,151.68459944602293,155.7440623689224,220674
2022-07-09,124.18522909004517,132.25357648271782,122.66620215492223,131.74816212626502,881817
2022-07-10,109.31027678058992,119.21532820059664,107.92200505409582,109.65385200445503,864757
2022-07-11,189.72157579533268,193.84775256444695,183.31282834730052,189.48871520142796,356713
2022-07-12,190.04180571633304,193.76198657426087,188.2230048723416,191.02511300789078,541501
2022-07-13,163.31014572732678,171.07427533474674,159.85347289408816,166.7144800714043,643351
2022-07-14,133.90297910487007,137.31101450740024,124.93509500580996,125.15922518293569,167642
2022-07-15,134.92095746126608,144.22853071730174,130.18134105863737,142.4322310134316,190093
2022-07-16,172.59556788702395,181.17969540545405,165.9199905018137,180.1438404278017,607606
2022-07-17,189.71102599525773,194.0009662690079,187.98782728324142,191.38605166163202,317215
2022-07-18,188.70864242651174,196.2173531044267,186.78575223842503,193.35628475220312,807280
2022-07-19,177.98755458576238,185.5329833266092,177.5788684230976,184.91653449940017,783889
